Condition,Rating,Statement,ConditionR,RatingR,Manipulation
-1,4,I am 40% sure that,1,1,Percentage
1,6,I am 60% sure that,-1,-1,Percentage
3,7,I am 90% sure that,-3,-2,Percentage
1,6,I am 60% sure that,-1,-1,Percentage
2,7,I am 80% sure that,-2,-2,Percentage
-2,5,I am 20% sure that,2,-0,Percentage
-1,1,I am 40% sure that,1,4,Percentage
-2,4,I am 20% sure that,2,1,Percentage
0,4,I am 50% sure that,-0,1,Percentage
0,5,I am 50% sure that,-0,-0,Percentage
0,3,I am 50% sure that,-0,2,Percentage
-1,3,I am 40% sure that,1,2,Percentage
-1,4,I am 40% sure that,1,1,Percentage
3,7,I am 90% sure that,-3,-2,Percentage
1,6,I am 60% sure that,-1,-1,Percentage
-2,2,I am 20% sure that,2,3,Percentage
-3,2,I am 10% sure that,3,3,Percentage
-2,3,I am 20% sure that,2,2,Percentage
-3,2,I am 10% sure that,3,3,Percentage
-3,2,I am 10% sure that,3,3,Percentage
0,5,I am 50% sure that,-0,-0,Percentage
1,5,I am 60% sure that,-1,-0,Percentage
2,7,I am 80% sure that,-2,-2,Percentage
-3,3,I am 10% sure that,3,2,Percentage
3,8,I am 90% sure that,-3,-3,Percentage
3,8,I am 90% sure that,-3,-3,Percentage
3,7,I am 90% sure that,-3,-2,Percentage
2,7,I am 80% sure that,-2,-2,Percentage
-1,4,I am 40% sure that,1,1,Percentage
-1,4,I am 40% sure that,1,1,Percentage
-2,2,I am 20% sure that,2,3,Percentage
3,8,I am 90% sure that,-3,-3,Percentage
0,5,I am 50% sure that,-0,-0,Percentage
-3,2,I am 10% sure that,3,3,Percentage
1,6,I am 60% sure that,-1,-1,Percentage
0,6,I am 50% sure that,-0,-1,Percentage
-2,3,I am 20% sure that,2,2,Percentage
1,9,I am 60% sure that,-1,-4,Percentage
3,5,I am 90% sure that,-3,-0,Percentage
-1,3,I am 40% sure that,1,2,Percentage
-2,3,I am 20% sure that,2,2,Percentage
3,6,I am 90% sure that,-3,-1,Percentage
0,4,I am 50% sure that,-0,1,Percentage
1,6,I am 60% sure that,-1,-1,Percentage
0,5,I am 50% sure that,-0,-0,Percentage
2,7,I am 80% sure that,-2,-2,Percentage
-3,1,I am 10% sure that,3,4,Percentage
-3,8,I am 10% sure that,3,-3,Percentage
1,6,I am 60% sure that,-1,-1,Percentage
2,8,I am 80% sure that,-2,-3,Percentage
-1,4,I am 40% sure that,1,1,Percentage
2,7,I am 80% sure that,-2,-2,Percentage
-3,2,I am 10% sure that,3,3,Percentage
-1,2,I am 40% sure that,1,3,Percentage
-2,3,I am 20% sure that,2,2,Percentage
-1,6,I am 40% sure that,1,-1,Percentage
-2,2,I am 20% sure that,2,3,Percentage
2,7,I am 80% sure that,-2,-2,Percentage
3,8,I am 90% sure that,-3,-3,Percentage
2,7,I am 80% sure that,-2,-2,Percentage
-2,2,I am 20% sure that,2,3,Percentage
-2,3,I am 20% sure that,2,2,Percentage
-3,1,I am 10% sure that,3,4,Percentage
0,5,I am 50% sure that,-0,-0,Percentage
3,8,I am 90% sure that,-3,-3,Percentage
2,7,I am 80% sure that,-2,-2,Percentage
3,8,I am 90% sure that,-3,-3,Percentage
1,6,I am 60% sure that,-1,-1,Percentage
-1,1,I am 40% sure that,1,4,Percentage
0,3,I am 50% sure that,-0,2,Percentage
3,8,I am 90% sure that,-3,-3,Percentage
-3,6,I am 10% sure that,3,-1,Percentage
1,6,I am 60% sure that,-1,-1,Percentage
-3,3,I am 10% sure that,3,2,Percentage
-2,2,I am 20% sure that,2,3,Percentage
-1,4,I am 40% sure that,1,1,Percentage
2,9,I am 80% sure that,-2,-4,Percentage
-2,2,I am 20% sure that,2,3,Percentage
-1,4,I am 40% sure that,1,1,Percentage
1,6,I am 60% sure that,-1,-1,Percentage
-3,2,I am 10% sure that,3,3,Percentage
0,5,I am 50% sure that,-0,-0,Percentage
-3,2,I am 10% sure that,3,3,Percentage
3,8,I am 90% sure that,-3,-3,Percentage
3,8,I am 90% sure that,-3,-3,Percentage
1,6,I am 60% sure that,-1,-1,Percentage
2,7,I am 80% sure that,-2,-2,Percentage
-1,4,I am 40% sure that,1,1,Percentage
0,4,I am 50% sure that,-0,1,Percentage
2,7,I am 80% sure that,-2,-2,Percentage
0,5,I am 50% sure that,-0,-0,Percentage
2,7,I am 80% sure that,-2,-2,Percentage
0,5,I am 50% sure that,-0,-0,Percentage
-2,1,I am 20% sure that,2,4,Percentage
-1,5,I am 40% sure that,1,-0,Percentage
3,8,I am 90% sure that,-3,-3,Percentage
1,6,I am 60% sure that,-1,-1,Percentage
-2,2,I am 20% sure that,2,3,Percentage
-3,2,I am 10% sure that,3,3,Percentage
2,6,I am 80% sure that,-2,-1,Percentage
1,6,I am 60% sure that,-1,-1,Percentage
-2,4,I am 20% sure that,2,1,Percentage
-3,3,I am 10% sure that,3,2,Percentage
3,8,I am 90% sure that,-3,-3,Percentage
3,7,I am 90% sure that,-3,-2,Percentage
1,6,I am 60% sure that,-1,-1,Percentage
-2,5,I am 20% sure that,2,-0,Percentage
0,5,I am 50% sure that,-0,-0,Percentage
-1,5,I am 40% sure that,1,-0,Percentage
1,4,I am 60% sure that,-1,1,Percentage
-3,1,I am 10% sure that,3,4,Percentage
1,6,I am 60% sure that,-1,-1,Percentage
-1,4,I am 40% sure that,1,1,Percentage
0,5,I am 50% sure that,-0,-0,Percentage
2,6,I am 80% sure that,-2,-1,Percentage
-3,1,I am 10% sure that,3,4,Percentage
-1,6,I am 40% sure that,1,-1,Percentage
0,5,I am 50% sure that,-0,-0,Percentage
-2,3,I am 20% sure that,2,2,Percentage
3,8,I am 90% sure that,-3,-3,Percentage
-2,4,I am 20% sure that,2,1,Percentage
3,7,I am 90% sure that,-3,-2,Percentage
1,5,I am 60% sure that,-1,-0,Percentage
-1,4,I am 40% sure that,1,1,Percentage
-3,3,I am 10% sure that,3,2,Percentage
-2,2,I am 20% sure that,2,3,Percentage
2,7,I am 80% sure that,-2,-2,Percentage
0,5,I am 50% sure that,-0,-0,Percentage
-1,4,I am 40% sure that,1,1,Percentage
0,4,I am 50% sure that,-0,1,Percentage
2,8,I am 80% sure that,-2,-3,Percentage
2,6,I am 80% sure that,-2,-1,Percentage
3,9,I am 90% sure that,-3,-4,Percentage
1,7,I am 60% sure that,-1,-2,Percentage
-3,2,I am 10% sure that,3,3,Percentage
3,8,I am 90% sure that,-3,-3,Percentage
-1,5,I am 40% sure that,1,-0,Percentage
-3,4,I am 10% sure that,3,1,Percentage
-2,3,I am 20% sure that,2,2,Percentage
2,6,I am 80% sure that,-2,-1,Percentage
1,6,I am 60% sure that,-1,-1,Percentage
1,6,I am 60% sure that,-1,-1,Percentage
1,6,I am 60% sure that,-1,-1,Percentage
0,5,I am 50% sure that,-0,-0,Percentage
3,8,I am 90% sure that,-3,-3,Percentage
0,5,I am 50% sure that,-0,-0,Percentage
-1,4,I am 40% sure that,1,1,Percentage
-2,3,I am 20% sure that,2,2,Percentage
-3,1,I am 10% sure that,3,4,Percentage
-1,4,I am 40% sure that,1,1,Percentage
-2,1,I am 20% sure that,2,4,Percentage
1,5,I am 60% sure that,-1,-0,Percentage
1,4,I am 60% sure that,-1,1,Percentage
3,8,I am 90% sure that,-3,-3,Percentage
0,4,I am 50% sure that,-0,1,Percentage
2,5,I am 80% sure that,-2,-0,Percentage
3,7,I am 90% sure that,-3,-2,Percentage
0,6,I am 50% sure that,-0,-1,Percentage
2,7,I am 80% sure that,-2,-2,Percentage
1,6,I am 60% sure that,-1,-1,Percentage
-2,4,I am 20% sure that,2,1,Percentage
3,6,I am 90% sure that,-3,-1,Percentage
-3,3,I am 10% sure that,3,2,Percentage
-3,1,I am 10% sure that,3,4,Percentage
3,7,I am 90% sure that,-3,-2,Percentage
-1,4,I am 40% sure that,1,1,Percentage
-3,1,I am 10% sure that,3,4,Percentage
3,7,I am 90% sure that,-3,-2,Percentage
2,7,I am 80% sure that,-2,-2,Percentage
2,7,I am 80% sure that,-2,-2,Percentage
2,7,I am 80% sure that,-2,-2,Percentage
-3,3,I am 10% sure that,3,2,Percentage
1,5,I am 60% sure that,-1,-0,Percentage
-2,3,I am 20% sure that,2,2,Percentage
2,7,I am 80% sure that,-2,-2,Percentage
-3,2,I am 10% sure that,3,3,Percentage
-2,3,I am 20% sure that,2,2,Percentage
0,6,I am 50% sure that,-0,-1,Percentage
0,4,I am 50% sure that,-0,1,Percentage
-2,1,I am 20% sure that,2,4,Percentage
-1,4,I am 40% sure that,1,1,Percentage
-1,2,I am 40% sure that,1,3,Percentage
-1,4,I am 40% sure that,1,1,Percentage
2,7,I am 80% sure that,-2,-2,Percentage
1,7,I am 60% sure that,-1,-2,Percentage
0,6,I am 50% sure that,-0,-1,Percentage
-1,4,I am 40% sure that,1,1,Percentage
3,8,I am 90% sure that,-3,-3,Percentage
2,6,I am 80% sure that,-2,-1,Percentage
-3,1,I am 10% sure that,3,4,Percentage
1,6,I am 60% sure that,-1,-1,Percentage
3,7,I am 90% sure that,-3,-2,Percentage
0,6,I am 50% sure that,-0,-1,Percentage
-2,3,I am 20% sure that,2,2,Percentage
-1,7,I am 40% sure that,1,-2,Percentage
-3,1,I am 10% sure that,3,4,Percentage
-2,6,I am 20% sure that,2,-1,Percentage
3,8,I am 90% sure that,-3,-3,Percentage
2,7,I am 80% sure that,-2,-2,Percentage
-3,7,I am 10% sure that,3,-2,Percentage
1,6,I am 60% sure that,-1,-1,Percentage
1,5,I am 60% sure that,-1,-0,Percentage
-1,4,I am 40% sure that,1,1,Percentage
1,6,I am 60% sure that,-1,-1,Percentage
0,7,I am 50% sure that,-0,-2,Percentage
-1,3,I am 40% sure that,1,2,Percentage
0,2,I am 50% sure that,-0,3,Percentage
1,6,I am 60% sure that,-1,-1,Percentage
3,8,I am 90% sure that,-3,-3,Percentage
-3,2,I am 10% sure that,3,3,Percentage
-2,1,I am 20% sure that,2,4,Percentage
2,6,I am 80% sure that,-2,-1,Percentage
-3,1,I am 10% sure that,3,4,Percentage
2,7,I am 80% sure that,-2,-2,Percentage
-2,4,I am 20% sure that,2,1,Percentage
3,8,I am 90% sure that,-3,-3,Percentage
2,7,I am 80% sure that,-2,-2,Percentage
-2,2,I am 20% sure that,2,3,Percentage
3,7,I am 90% sure that,-3,-2,Percentage
-1,3,I am 40% sure that,1,2,Percentage
1,6,I am 60% sure that,-1,-1,Percentage
0,5,I am 50% sure that,-0,-0,Percentage
-3,2,I am 10% sure that,3,3,Percentage
0,5,I am 50% sure that,-0,-0,Percentage
-2,7,I am 20% sure that,2,-2,Percentage
-1,4,I am 40% sure that,1,1,Percentage
0,5,I am 50% sure that,-0,-0,Percentage
0,6,I am 50% sure that,-0,-1,Percentage
-4,1,I am 1% sure that,4,4,Percentage
-4,1,I am 1% sure that,4,4,Percentage
-4,1,I am 1% sure that,4,4,Percentage
-4,1,I am 1% sure that,4,4,Percentage
-4,1,I am 1% sure that,4,4,Percentage
-4,4,I am 1% sure that,4,1,Percentage
-4,1,I am 1% sure that,4,4,Percentage
-4,1,I am 1% sure that,4,4,Percentage
-4,1,I am 1% sure that,4,4,Percentage
-4,1,I am 1% sure that,4,4,Percentage
-4,1,I am 1% sure that,4,4,Percentage
-4,1,I am 1% sure that,4,4,Percentage
-4,1,I am 1% sure that,4,4,Percentage
-4,1,I am 1% sure that,4,4,Percentage
-4,1,I am 1% sure that,4,4,Percentage
-4,1,I am 1% sure that,4,4,Percentage
-4,1,I am 1% sure that,4,4,Percentage
-4,1,I am 1% sure that,4,4,Percentage
-4,2,I am 1% sure that,4,3,Percentage
-4,1,I am 1% sure that,4,4,Percentage
-4,1,I am 1% sure that,4,4,Percentage
-4,1,I am 1% sure that,4,4,Percentage
-4,4,I am 1% sure that,4,1,Percentage
-4,1,I am 1% sure that,4,4,Percentage
-4,1,I am 1% sure that,4,4,Percentage
-4,9,I am 1% sure that,4,-4,Percentage
-4,1,I am 1% sure that,4,4,Percentage
-4,1,I am 1% sure that,4,4,Percentage
-4,1,I am 1% sure that,4,4,Percentage
-4,1,I am 1% sure that,4,4,Percentage
-4,2,I am 1% sure that,4,3,Percentage
-4,1,I am 1% sure that,4,4,Percentage
-4,3,I am 1% sure that,4,2,Percentage
-4,3,I am 1% sure that,4,2,Percentage
-4,3,I am 1% sure that,4,2,Percentage
-4,1,I am 1% sure that,4,4,Percentage
-4,1,I am 1% sure that,4,4,Percentage
-4,1,I am 1% sure that,4,4,Percentage
-4,1,I am 1% sure that,4,4,Percentage
-4,1,I am 1% sure that,4,4,Percentage
-4,1,I am 1% sure that,4,4,Percentage
-4,1,I am 1% sure that,4,4,Percentage
-4,1,I am 1% sure that,4,4,Percentage
-4,1,I am 1% sure that,4,4,Percentage
-4,1,I am 1% sure that,4,4,Percentage
-4,1,I am 1% sure that,4,4,Percentage
-4,1,I am 1% sure that,4,4,Percentage
-4,1,I am 1% sure that,4,4,Percentage
-4,1,I am 1% sure that,4,4,Percentage
-4,1,I am 1% sure that,4,4,Percentage
-4,1,I am 1% sure that,4,4,Percentage
-4,1,I am 1% sure that,4,4,Percentage
-4,1,I am 1% sure that,4,4,Percentage
-4,1,I am 1% sure that,4,4,Percentage
-4,1,I am 1% sure that,4,4,Percentage
-4,1,I am 1% sure that,4,4,Percentage
-4,1,I am 1% sure that,4,4,Percentage
4,8,I am 99% sure that,-4,-3,Percentage
4,9,I am 99% sure that,-4,-4,Percentage
4,9,I am 99% sure that,-4,-4,Percentage
4,9,I am 99% sure that,-4,-4,Percentage
4,9,I am 99% sure that,-4,-4,Percentage
4,6,I am 99% sure that,-4,-1,Percentage
4,9,I am 99% sure that,-4,-4,Percentage
4,9,I am 99% sure that,-4,-4,Percentage
4,9,I am 99% sure that,-4,-4,Percentage
4,9,I am 99% sure that,-4,-4,Percentage
4,9,I am 99% sure that,-4,-4,Percentage
4,8,I am 99% sure that,-4,-3,Percentage
4,9,I am 99% sure that,-4,-4,Percentage
4,9,I am 99% sure that,-4,-4,Percentage
4,9,I am 99% sure that,-4,-4,Percentage
4,9,I am 99% sure that,-4,-4,Percentage
4,9,I am 99% sure that,-4,-4,Percentage
4,8,I am 99% sure that,-4,-3,Percentage
4,9,I am 99% sure that,-4,-4,Percentage
4,6,I am 99% sure that,-4,-1,Percentage
4,8,I am 99% sure that,-4,-3,Percentage
4,9,I am 99% sure that,-4,-4,Percentage
4,9,I am 99% sure that,-4,-4,Percentage
4,7,I am 99% sure that,-4,-2,Percentage
4,8,I am 99% sure that,-4,-3,Percentage
4,9,I am 99% sure that,-4,-4,Percentage
4,8,I am 99% sure that,-4,-3,Percentage
4,9,I am 99% sure that,-4,-4,Percentage
4,9,I am 99% sure that,-4,-4,Percentage
4,7,I am 99% sure that,-4,-2,Percentage
4,6,I am 99% sure that,-4,-1,Percentage
4,8,I am 99% sure that,-4,-3,Percentage
4,8,I am 99% sure that,-4,-3,Percentage
4,9,I am 99% sure that,-4,-4,Percentage
4,9,I am 99% sure that,-4,-4,Percentage
4,8,I am 99% sure that,-4,-3,Percentage
4,9,I am 99% sure that,-4,-4,Percentage
4,7,I am 99% sure that,-4,-2,Percentage
4,8,I am 99% sure that,-4,-3,Percentage
4,6,I am 99% sure that,-4,-1,Percentage
4,9,I am 99% sure that,-4,-4,Percentage
4,8,I am 99% sure that,-4,-3,Percentage
4,7,I am 99% sure that,-4,-2,Percentage
4,7,I am 99% sure that,-4,-2,Percentage
4,8,I am 99% sure that,-4,-3,Percentage
4,7,I am 99% sure that,-4,-2,Percentage
4,9,I am 99% sure that,-4,-4,Percentage
4,8,I am 99% sure that,-4,-3,Percentage
4,7,I am 99% sure that,-4,-2,Percentage
4,9,I am 99% sure that,-4,-4,Percentage
4,9,I am 99% sure that,-4,-4,Percentage
4,8,I am 99% sure that,-4,-3,Percentage
4,7,I am 99% sure that,-4,-2,Percentage
4,9,I am 99% sure that,-4,-4,Percentage
4,6,I am 99% sure that,-4,-1,Percentage
-2,2,I am unconvinced whether or not,2,3,Qualitative 1
1,6,I am partly convinced that,-1,-1,Qualitative 1
0,3,I am examining whether or not,-0,2,Qualitative 1
-1,7,I am reasonably unconvinced whether,1,-2,Qualitative 1
4,7,I am absolutely convinced that,-4,-2,Qualitative 1
1,6,I am partly convinced that,-1,-1,Qualitative 1
0,3,I am examining whether or not,-0,2,Qualitative 1
2,8,I am reasonably convinced that,-2,-3,Qualitative 1
-2,1,I am unconvinced whether or not,2,4,Qualitative 1
3,8,I am convinced that,-3,-3,Qualitative 1
-1,6,I am reasonably unconvinced whether,1,-1,Qualitative 1
4,8,I am absolutely convinced that,-4,-3,Qualitative 1
1,2,I am partly convinced that,-1,3,Qualitative 1
2,4,I am reasonably convinced that,-2,1,Qualitative 1
0,1,I am examining whether or not,-0,4,Qualitative 1
4,5,I am absolutely convinced that,-4,-0,Qualitative 1
-1,6,I am reasonably unconvinced whether,1,-1,Qualitative 1
-2,8,I am unconvinced whether or not,2,-3,Qualitative 1
3,7,I am convinced that,-3,-2,Qualitative 1
3,6,I am convinced that,-3,-1,Qualitative 1
0,4,I am examining whether or not,-0,1,Qualitative 1
-1,6,I am reasonably unconvinced whether,1,-1,Qualitative 1
-2,3,I am unconvinced whether or not,2,2,Qualitative 1
1,4,I am partly convinced that,-1,1,Qualitative 1
-1,2,I am reasonably unconvinced whether,1,3,Qualitative 1
4,9,I am absolutely convinced that,-4,-4,Qualitative 1
-1,4,I am reasonably unconvinced whether,1,1,Qualitative 1
-2,6,I am unconvinced whether or not,2,-1,Qualitative 1
4,9,I am absolutely convinced that,-4,-4,Qualitative 1
1,6,I am partly convinced that,-1,-1,Qualitative 1
2,7,I am reasonably convinced that,-2,-2,Qualitative 1
4,9,I am absolutely convinced that,-4,-4,Qualitative 1
-1,6,I am reasonably unconvinced whether,1,-1,Qualitative 1
3,8,I am convinced that,-3,-3,Qualitative 1
3,7,I am convinced that,-3,-2,Qualitative 1
2,7,I am reasonably convinced that,-2,-2,Qualitative 1
0,5,I am examining whether or not,-0,-0,Qualitative 1
1,4,I am partly convinced that,-1,1,Qualitative 1
0,2,I am examining whether or not,-0,3,Qualitative 1
3,4,I am convinced that,-3,1,Qualitative 1
-2,2,I am unconvinced whether or not,2,3,Qualitative 1
2,7,I am reasonably convinced that,-2,-2,Qualitative 1
2,2,I am reasonably convinced that,-2,3,Qualitative 1
2,7,I am reasonably convinced that,-2,-2,Qualitative 1
4,9,I am absolutely convinced that,-4,-4,Qualitative 1
-2,2,I am unconvinced whether or not,2,3,Qualitative 1
0,5,I am examining whether or not,-0,-0,Qualitative 1
-2,3,I am unconvinced whether or not,2,2,Qualitative 1
1,4,I am partly convinced that,-1,1,Qualitative 1
3,7,I am convinced that,-3,-2,Qualitative 1
4,9,I am absolutely convinced that,-4,-4,Qualitative 1
0,4,I am examining whether or not,-0,1,Qualitative 1
-1,4,I am reasonably unconvinced whether,1,1,Qualitative 1
-2,4,I am unconvinced whether or not,2,1,Qualitative 1
2,6,I am reasonably convinced that,-2,-1,Qualitative 1
4,9,I am absolutely convinced that,-4,-4,Qualitative 1
0,4,I am examining whether or not,-0,1,Qualitative 1
3,8,I am convinced that,-3,-3,Qualitative 1
1,2,I am partly convinced that,-1,3,Qualitative 1
4,8,I am absolutely convinced that,-4,-3,Qualitative 1
0,4,I am examining whether or not,-0,1,Qualitative 1
-2,4,I am unconvinced whether or not,2,1,Qualitative 1
2,7,I am reasonably convinced that,-2,-2,Qualitative 1
1,6,I am partly convinced that,-1,-1,Qualitative 1
3,7,I am convinced that,-3,-2,Qualitative 1
1,8,I am partly convinced that,-1,-3,Qualitative 1
3,6,I am convinced that,-3,-1,Qualitative 1
-2,4,I am unconvinced whether or not,2,1,Qualitative 1
4,6,I am absolutely convinced that,-4,-1,Qualitative 1
2,6,I am reasonably convinced that,-2,-1,Qualitative 1
-1,4,I am reasonably unconvinced whether,1,1,Qualitative 1
-1,3,I am reasonably unconvinced whether,1,2,Qualitative 1
0,8,I am examining whether or not,-0,-3,Qualitative 1
2,7,I am reasonably convinced that,-2,-2,Qualitative 1
-1,2,I am reasonably unconvinced whether,1,3,Qualitative 1
0,5,I am examining whether or not,-0,-0,Qualitative 1
-2,6,I am unconvinced whether or not,2,-1,Qualitative 1
-1,3,I am reasonably unconvinced whether,1,2,Qualitative 1
3,8,I am convinced that,-3,-3,Qualitative 1
3,6,I am convinced that,-3,-1,Qualitative 1
1,6,I am partly convinced that,-1,-1,Qualitative 1
0,5,I am examining whether or not,-0,-0,Qualitative 1
4,9,I am absolutely convinced that,-4,-4,Qualitative 1
1,6,I am partly convinced that,-1,-1,Qualitative 1
1,6,I am partly convinced that,-1,-1,Qualitative 1
-2,3,I am unconvinced whether or not,2,2,Qualitative 1
2,6,I am reasonably convinced that,-2,-1,Qualitative 1
4,9,I am absolutely convinced that,-4,-4,Qualitative 1
-1,3,I am reasonably unconvinced whether,1,2,Qualitative 1
-2,3,I am unconvinced whether or not,2,2,Qualitative 1
4,5,I am absolutely convinced that,-4,-0,Qualitative 1
-1,3,I am reasonably unconvinced whether,1,2,Qualitative 1
1,6,I am partly convinced that,-1,-1,Qualitative 1
3,8,I am convinced that,-3,-3,Qualitative 1
0,2,I am examining whether or not,-0,3,Qualitative 1
3,7,I am convinced that,-3,-2,Qualitative 1
1,5,I am partly convinced that,-1,-0,Qualitative 1
2,7,I am reasonably convinced that,-2,-2,Qualitative 1
2,6,I am reasonably convinced that,-2,-1,Qualitative 1
-2,6,I am unconvinced whether or not,2,-1,Qualitative 1
-1,3,I am reasonably unconvinced whether,1,2,Qualitative 1
0,5,I am examining whether or not,-0,-0,Qualitative 1
-1,4,I am reasonably unconvinced whether,1,1,Qualitative 1
2,7,I am reasonably convinced that,-2,-2,Qualitative 1
0,6,I am examining whether or not,-0,-1,Qualitative 1
4,9,I am absolutely convinced that,-4,-4,Qualitative 1
4,6,I am absolutely convinced that,-4,-1,Qualitative 1
1,6,I am partly convinced that,-1,-1,Qualitative 1
3,8,I am convinced that,-3,-3,Qualitative 1
-2,2,I am unconvinced whether or not,2,3,Qualitative 1
3,6,I am convinced that,-3,-1,Qualitative 1
-2,1,I am unconvinced whether or not,2,4,Qualitative 1
-1,2,I am reasonably unconvinced whether,1,3,Qualitative 1
2,7,I am reasonably convinced that,-2,-2,Qualitative 1
1,4,I am partly convinced that,-1,1,Qualitative 1
4,9,I am absolutely convinced that,-4,-4,Qualitative 1
0,8,I am examining whether or not,-0,-3,Qualitative 1
2,6,I am reasonably convinced that,-2,-1,Qualitative 1
4,9,I am absolutely convinced that,-4,-4,Qualitative 1
-2,2,I am unconvinced whether or not,2,3,Qualitative 1
3,8,I am convinced that,-3,-3,Qualitative 1
3,7,I am convinced that,-3,-2,Qualitative 1
0,7,I am examining whether or not,-0,-2,Qualitative 1
1,6,I am partly convinced that,-1,-1,Qualitative 1
1,6,I am partly convinced that,-1,-1,Qualitative 1
-1,6,I am reasonably unconvinced whether,1,-1,Qualitative 1
4,9,I am absolutely convinced that,-4,-4,Qualitative 1
2,7,I am reasonably convinced that,-2,-2,Qualitative 1
-1,6,I am reasonably unconvinced whether,1,-1,Qualitative 1
-2,5,I am unconvinced whether or not,2,-0,Qualitative 1
0,7,I am examining whether or not,-0,-2,Qualitative 1
1,9,I am partly convinced that,-1,-4,Qualitative 1
3,9,I am convinced that,-3,-4,Qualitative 1
-2,2,I am unconvinced whether or not,2,3,Qualitative 1
3,6,I am convinced that,-3,-1,Qualitative 1
2,6,I am reasonably convinced that,-2,-1,Qualitative 1
4,9,I am absolutely convinced that,-4,-4,Qualitative 1
4,7,I am absolutely convinced that,-4,-2,Qualitative 1
1,6,I am partly convinced that,-1,-1,Qualitative 1
2,6,I am reasonably convinced that,-2,-1,Qualitative 1
-1,4,I am reasonably unconvinced whether,1,1,Qualitative 1
-1,4,I am reasonably unconvinced whether,1,1,Qualitative 1
-2,3,I am unconvinced whether or not,2,2,Qualitative 1
-2,3,I am unconvinced whether or not,2,2,Qualitative 1
2,4,I am reasonably convinced that,-2,1,Qualitative 1
-1,6,I am reasonably unconvinced whether,1,-1,Qualitative 1
0,8,I am examining whether or not,-0,-3,Qualitative 1
-1,2,I am reasonably unconvinced whether,1,3,Qualitative 1
1,2,I am partly convinced that,-1,3,Qualitative 1
3,4,I am convinced that,-3,1,Qualitative 1
4,9,I am absolutely convinced that,-4,-4,Qualitative 1
0,7,I am examining whether or not,-0,-2,Qualitative 1
2,7,I am reasonably convinced that,-2,-2,Qualitative 1
0,6,I am examining whether or not,-0,-1,Qualitative 1
3,6,I am convinced that,-3,-1,Qualitative 1
4,9,I am absolutely convinced that,-4,-4,Qualitative 1
1,2,I am partly convinced that,-1,3,Qualitative 1
4,7,I am absolutely convinced that,-4,-2,Qualitative 1
-2,4,I am unconvinced whether or not,2,1,Qualitative 1
3,5,I am convinced that,-3,-0,Qualitative 1
0,4,I am examining whether or not,-0,1,Qualitative 1
-1,6,I am reasonably unconvinced whether,1,-1,Qualitative 1
1,6,I am partly convinced that,-1,-1,Qualitative 1
-2,3,I am unconvinced whether or not,2,2,Qualitative 1
4,9,I am absolutely convinced that,-4,-4,Qualitative 1
2,6,I am reasonably convinced that,-2,-1,Qualitative 1
-1,7,I am reasonably unconvinced whether,1,-2,Qualitative 1
3,8,I am convinced that,-3,-3,Qualitative 1
-2,2,I am unconvinced whether or not,2,3,Qualitative 1
0,4,I am examining whether or not,-0,1,Qualitative 1
2,8,I am reasonably convinced that,-2,-3,Qualitative 1
0,3,I am examining whether or not,-0,2,Qualitative 1
1,5,I am partly convinced that,-1,-0,Qualitative 1
2,7,I am reasonably convinced that,-2,-2,Qualitative 1
1,4,I am partly convinced that,-1,1,Qualitative 1
-1,6,I am reasonably unconvinced whether,1,-1,Qualitative 1
-1,4,I am reasonably unconvinced whether,1,1,Qualitative 1
0,4,I am examining whether or not,-0,1,Qualitative 1
4,8,I am absolutely convinced that,-4,-3,Qualitative 1
-2,7,I am unconvinced whether or not,2,-2,Qualitative 1
3,5,I am convinced that,-3,-0,Qualitative 1
-2,3,I am unconvinced whether or not,2,2,Qualitative 1
3,1,I am convinced that,-3,4,Qualitative 1
2,7,I am reasonably convinced that,-2,-2,Qualitative 1
3,8,I am convinced that,-3,-3,Qualitative 1
1,6,I am partly convinced that,-1,-1,Qualitative 1
2,6,I am reasonably convinced that,-2,-1,Qualitative 1
-2,2,I am unconvinced whether or not,2,3,Qualitative 1
4,9,I am absolutely convinced that,-4,-4,Qualitative 1
0,5,I am examining whether or not,-0,-0,Qualitative 1
1,6,I am partly convinced that,-1,-1,Qualitative 1
4,9,I am absolutely convinced that,-4,-4,Qualitative 1
0,9,I am examining whether or not,-0,-4,Qualitative 1
1,8,I am partly convinced that,-1,-3,Qualitative 1
4,9,I am absolutely convinced that,-4,-4,Qualitative 1
2,7,I am reasonably convinced that,-2,-2,Qualitative 1
-2,2,I am unconvinced whether or not,2,3,Qualitative 1
-2,2,I am unconvinced whether or not,2,3,Qualitative 1
2,6,I am reasonably convinced that,-2,-1,Qualitative 1
0,7,I am examining whether or not,-0,-2,Qualitative 1
-1,6,I am reasonably unconvinced whether,1,-1,Qualitative 1
1,6,I am partly convinced that,-1,-1,Qualitative 1
-1,7,I am reasonably unconvinced whether,1,-2,Qualitative 1
0,6,I am examining whether or not,-0,-1,Qualitative 1
-2,1,I am unconvinced whether or not,2,4,Qualitative 1
1,4,I am partly convinced that,-1,1,Qualitative 1
4,8,I am absolutely convinced that,-4,-3,Qualitative 1
3,8,I am convinced that,-3,-3,Qualitative 1
4,9,I am absolutely convinced that,-4,-4,Qualitative 1
3,8,I am convinced that,-3,-3,Qualitative 1
-1,7,I am reasonably unconvinced whether,1,-2,Qualitative 1
